0 (0 - 9999):  rho_t = 0.011805,  held-out perplexity estimate = 	 123825.753161
1 (10000 - 19999):  rho_t = 0.011768,  held-out perplexity estimate = 	 92812.739142
2 (20000 - 29999):  rho_t = 0.011732,  held-out perplexity estimate = 	 72254.368110
3 (30000 - 39999):  rho_t = 0.011696,  held-out perplexity estimate = 	 56801.568903
4 (40000 - 49999):  rho_t = 0.011660,  held-out perplexity estimate = 	 49846.054936
5 (50000 - 59999):  rho_t = 0.011624,  held-out perplexity estimate = 	 47032.721785
6 (60000 - 69999):  rho_t = 0.011589,  held-out perplexity estimate = 	 40404.038079
7 (70000 - 79999):  rho_t = 0.011554,  held-out perplexity estimate = 	 40230.657937
8 (80000 - 89999):  rho_t = 0.011519,  held-out perplexity estimate = 	 37408.408135
9 (90000 - 99999):  rho_t = 0.011484,  held-out perplexity estimate = 	 38662.294422
10 (100000 - 109999):  rho_t = 0.011450,  held-out perplexity estimate = 	 38564.623873
11 (110000 - 119999):  rho_t = 0.011415,  held-out perplexity estimate = 	 29800.274792
12 (120000 - 129999):  rho_t = 0.011381,  held-out perplexity estimate = 	 29517.901725
13 (130000 - 139999):  rho_t = 0.011348,  held-out perplexity estimate = 	 30229.977772
14 (140000 - 149999):  rho_t = 0.011314,  held-out perplexity estimate = 	 27483.315258
15 (150000 - 159999):  rho_t = 0.011281,  held-out perplexity estimate = 	 28052.908407
16 (160000 - 169999):  rho_t = 0.011248,  held-out perplexity estimate = 	 27412.682000
17 (170000 - 179999):  rho_t = 0.011215,  held-out perplexity estimate = 	 24414.234225
18 (180000 - 189999):  rho_t = 0.011182,  held-out perplexity estimate = 	 25440.152197
19 (190000 - 199999):  rho_t = 0.011150,  held-out perplexity estimate = 	 24915.423379
20 (200000 - 209999):  rho_t = 0.011118,  held-out perplexity estimate = 	 24064.735814
21 (210000 - 219999):  rho_t = 0.011086,  held-out perplexity estimate = 	 22980.125304
22 (220000 - 229999):  rho_t = 0.011054,  held-out perplexity estimate = 	 22738.661305
23 (230000 - 239999):  rho_t = 0.011022,  held-out perplexity estimate = 	 23981.894920
24 (240000 - 249999):  rho_t = 0.010991,  held-out perplexity estimate = 	 22748.068366
25 (250000 - 259999):  rho_t = 0.010960,  held-out perplexity estimate = 	 23773.551308
26 (260000 - 269999):  rho_t = 0.010929,  held-out perplexity estimate = 	 20647.557096
27 (270000 - 279999):  rho_t = 0.010898,  held-out perplexity estimate = 	 20806.736999
28 (280000 - 289999):  rho_t = 0.010867,  held-out perplexity estimate = 	 19916.341931
29 (290000 - 299999):  rho_t = 0.010837,  held-out perplexity estimate = 	 20706.005153
30 (300000 - 309999):  rho_t = 0.010807,  held-out perplexity estimate = 	 19919.176881
31 (310000 - 319999):  rho_t = 0.010777,  held-out perplexity estimate = 	 20039.321640
 KL divergence = 10335.771713
